path,label
data/raw/Myringosclerosis/mys (575).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (94).jpg,Chronic Otitis Media
data/raw/Normal/norm (106).jpg,Normal
data/raw/Chronic Otitis Media/com (242).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (9).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (11).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (312).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (34).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (266).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (567).jpg,Chronic Otitis Media
data/raw/Normal/norm (291).jpg,Normal
data/raw/Cerumen Impaction/ci (153).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (549).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (125).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (174).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (494).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (572).jpg,Myringosclerosis
data/raw/Normal/norm (523).jpg,Normal
data/raw/Normal/norm (165).jpg,Normal
data/raw/Acute Otitis Media/aom (47).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (412).jpg,Myringosclerosis
data/raw/Normal/norm (54).jpg,Normal
data/raw/Myringosclerosis/mys (556).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (396).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (529).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (566).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (194).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (181).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (119).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (393).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (225).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (131).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (344).jpg,Myringosclerosis
data/raw/Normal/norm (174).jpg,Normal
data/raw/Myringosclerosis/mys (105).jpg,Myringosclerosis
data/raw/Normal/norm (481).jpg,Normal
data/raw/Cerumen Impaction/ci (484).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (334).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (475).jpg,Cerumen Impaction
data/raw/Normal/norm (294).jpg,Normal
data/raw/Cerumen Impaction/ci (494).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (92).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (280).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (355).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (261).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (42).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (177).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (177).jpg,Chronic Otitis Media
data/raw/Normal/norm (390).jpg,Normal
data/raw/Acute Otitis Media/aom (216).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (20).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (12).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (9).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (427).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (278).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (588).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (322).jpg,Chronic Otitis Media
data/raw/Normal/norm (281).jpg,Normal
data/raw/Acute Otitis Media/aom (287).jpg,Acute Otitis Media
data/raw/Normal/norm (168).jpg,Normal
data/raw/Myringosclerosis/mys (299).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (358).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (148).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (126).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (589).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (125).jpg,Acute Otitis Media
data/raw/Normal/norm (27).jpg,Normal
data/raw/Normal/norm (30).jpg,Normal
data/raw/Chronic Otitis Media/com (204).jpg,Chronic Otitis Media
data/raw/Normal/norm (569).jpg,Normal
data/raw/Acute Otitis Media/aom (346).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (318).jpg,Acute Otitis Media
data/raw/Normal/norm (197).jpg,Normal
data/raw/Normal/norm (39).jpg,Normal
data/raw/Chronic Otitis Media/com (431).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (585).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (322).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (599).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (282).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (445).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (380).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (275).jpg,Chronic Otitis Media
data/raw/Normal/norm (450).jpg,Normal
data/raw/Myringosclerosis/mys (420).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (290).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (110).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (589).jpg,Myringosclerosis
data/raw/Normal/norm (217).jpg,Normal
data/raw/Chronic Otitis Media/com (408).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (508).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (403).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (520).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (163).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (99).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (415).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (474).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (397).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (538).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (24).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (392).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (10).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (489).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (190).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (506).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (217).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (301).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (23).jpg,Myringosclerosis
data/raw/Normal/norm (209).jpg,Normal
data/raw/Acute Otitis Media/aom (146).jpg,Acute Otitis Media
data/raw/Normal/norm (98).jpg,Normal
data/raw/Normal/norm (469).jpg,Normal
data/raw/Normal/norm (495).jpg,Normal
data/raw/Acute Otitis Media/aom (112).jpg,Acute Otitis Media
data/raw/Normal/norm (480).jpg,Normal
data/raw/Normal/norm (332).jpg,Normal
data/raw/Normal/norm (37).jpg,Normal
data/raw/Acute Otitis Media/aom (110).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (196).jpg,Chronic Otitis Media
data/raw/Normal/norm (204).jpg,Normal
data/raw/Acute Otitis Media/aom (61).jpg,Acute Otitis Media
data/raw/Normal/norm (435).jpg,Normal
data/raw/Normal/norm (488).jpg,Normal
data/raw/Normal/norm (465).jpg,Normal
data/raw/Myringosclerosis/mys (597).jpg,Myringosclerosis
data/raw/Normal/norm (201).jpg,Normal
data/raw/Myringosclerosis/mys (258).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (232).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (436).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (444).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (127).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (69).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (91).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (191).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (99).jpg,Cerumen Impaction
data/raw/Normal/norm (82).jpg,Normal
data/raw/Cerumen Impaction/ci (162).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (12).jpg,Acute Otitis Media
data/raw/Normal/norm (129).jpg,Normal
data/raw/Myringosclerosis/mys (341).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (105).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (116).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (185).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (354).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (28).jpg,Myringosclerosis
data/raw/Normal/norm (548).jpg,Normal
data/raw/Acute Otitis Media/aom (468).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (474).jpg,Myringosclerosis
data/raw/Normal/norm (70).jpg,Normal
data/raw/Normal/norm (340).jpg,Normal
data/raw/Cerumen Impaction/ci (20).jpg,Cerumen Impaction
data/raw/Normal/norm (270).jpg,Normal
data/raw/Normal/norm (595).jpg,Normal
data/raw/Acute Otitis Media/aom (357).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (12).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (313).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (48).jpg,Myringosclerosis
data/raw/Normal/norm (177).jpg,Normal
data/raw/Chronic Otitis Media/com (286).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (227).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (391).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (196).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (318).jpg,Cerumen Impaction
data/raw/Normal/norm (536).jpg,Normal
data/raw/Normal/norm (383).jpg,Normal
data/raw/Normal/norm (461).jpg,Normal
data/raw/Myringosclerosis/mys (563).jpg,Myringosclerosis
data/raw/Normal/norm (518).jpg,Normal
data/raw/Chronic Otitis Media/com (45).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (382).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (224).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (117).jpg,Acute Otitis Media
data/raw/Normal/norm (575).jpg,Normal
data/raw/Chronic Otitis Media/com (432).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (27).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (28).jpg,Acute Otitis Media
data/raw/Normal/norm (382).jpg,Normal
data/raw/Chronic Otitis Media/com (435).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (148).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (93).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (600).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (207).jpg,Myringosclerosis
data/raw/Normal/norm (562).jpg,Normal
data/raw/Cerumen Impaction/ci (548).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (340).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (358).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (128).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (64).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (364).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (91).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (134).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (138).jpg,Acute Otitis Media
data/raw/Normal/norm (247).jpg,Normal
data/raw/Chronic Otitis Media/com (178).jpg,Chronic Otitis Media
data/raw/Normal/norm (333).jpg,Normal
data/raw/Cerumen Impaction/ci (95).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (473).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (593).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (199).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (62).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (465).jpg,Cerumen Impaction
data/raw/Normal/norm (594).jpg,Normal
data/raw/Cerumen Impaction/ci (455).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (522).jpg,Acute Otitis Media
data/raw/Normal/norm (286).jpg,Normal
data/raw/Chronic Otitis Media/com (37).jpg,Chronic Otitis Media
data/raw/Normal/norm (457).jpg,Normal
data/raw/Chronic Otitis Media/com (8).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (393).jpg,Chronic Otitis Media
data/raw/Normal/norm (365).jpg,Normal
data/raw/Chronic Otitis Media/com (306).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (404).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (386).jpg,Chronic Otitis Media
data/raw/Normal/norm (345).jpg,Normal
data/raw/Cerumen Impaction/ci (60).jpg,Cerumen Impaction
data/raw/Normal/norm (274).jpg,Normal
data/raw/Cerumen Impaction/ci (448).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (193).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (557).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (231).jpg,Chronic Otitis Media
data/raw/Normal/norm (534).jpg,Normal
data/raw/Chronic Otitis Media/com (189).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (458).jpg,Chronic Otitis Media
data/raw/Normal/norm (325).jpg,Normal
data/raw/Myringosclerosis/mys (185).jpg,Myringosclerosis
data/raw/Normal/norm (246).jpg,Normal
data/raw/Myringosclerosis/mys (43).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (298).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (235).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (598).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (220).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (107).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (369).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (475).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (557).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (40).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (218).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (600).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (176).jpg,Myringosclerosis
data/raw/Normal/norm (599).jpg,Normal
data/raw/Chronic Otitis Media/com (497).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (425).jpg,Acute Otitis Media
data/raw/Normal/norm (496).jpg,Normal
data/raw/Myringosclerosis/mys (54).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (244).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (444).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (269).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (315).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (489).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (146).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (151).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (314).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (323).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (467).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (217).jpg,Chronic Otitis Media
data/raw/Normal/norm (427).jpg,Normal
data/raw/Myringosclerosis/mys (524).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (216).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (446).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (284).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (188).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (50).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (32).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (390).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (389).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (379).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (378).jpg,Chronic Otitis Media
data/raw/Normal/norm (306).jpg,Normal
data/raw/Myringosclerosis/mys (357).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (520).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (463).jpg,Myringosclerosis
data/raw/Normal/norm (316).jpg,Normal
data/raw/Myringosclerosis/mys (187).jpg,Myringosclerosis
data/raw/Normal/norm (184).jpg,Normal
data/raw/Myringosclerosis/mys (598).jpg,Myringosclerosis
data/raw/Normal/norm (58).jpg,Normal
data/raw/Normal/norm (353).jpg,Normal
data/raw/Normal/norm (253).jpg,Normal
data/raw/Myringosclerosis/mys (462).jpg,Myringosclerosis
data/raw/Normal/norm (188).jpg,Normal
data/raw/Acute Otitis Media/aom (66).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (96).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (231).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (39).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (434).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (129).jpg,Chronic Otitis Media
data/raw/Normal/norm (411).jpg,Normal
data/raw/Myringosclerosis/mys (401).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (335).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (277).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (322).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (197).jpg,Cerumen Impaction
data/raw/Normal/norm (62).jpg,Normal
data/raw/Acute Otitis Media/aom (181).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (69).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (224).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (261).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (60).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (31).jpg,Cerumen Impaction
data/raw/Normal/norm (221).jpg,Normal
data/raw/Normal/norm (248).jpg,Normal
data/raw/Normal/norm (1).jpg,Normal
data/raw/Normal/norm (123).jpg,Normal
data/raw/Acute Otitis Media/aom (350).jpg,Acute Otitis Media
data/raw/Normal/norm (414).jpg,Normal
data/raw/Myringosclerosis/mys (417).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (483).jpg,Acute Otitis Media
data/raw/Normal/norm (137).jpg,Normal
data/raw/Cerumen Impaction/ci (524).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (396).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (19).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (578).jpg,Acute Otitis Media
data/raw/Normal/norm (208).jpg,Normal
data/raw/Myringosclerosis/mys (333).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (327).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (115).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (17).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (301).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (365).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (401).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (131).jpg,Acute Otitis Media
data/raw/Normal/norm (216).jpg,Normal
data/raw/Cerumen Impaction/ci (496).jpg,Cerumen Impaction
data/raw/Normal/norm (535).jpg,Normal
data/raw/Normal/norm (271).jpg,Normal
data/raw/Chronic Otitis Media/com (73).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (430).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (215).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (78).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (243).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (568).jpg,Chronic Otitis Media
data/raw/Normal/norm (101).jpg,Normal
data/raw/Myringosclerosis/mys (179).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (524).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (210).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (562).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (559).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (576).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (450).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (190).jpg,Cerumen Impaction
data/raw/Normal/norm (85).jpg,Normal
data/raw/Normal/norm (60).jpg,Normal
data/raw/Acute Otitis Media/aom (253).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (37).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (73).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (223).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (556).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (334).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (407).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (68).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (183).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (180).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (85).jpg,Chronic Otitis Media
data/raw/Normal/norm (127).jpg,Normal
data/raw/Chronic Otitis Media/com (382).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (354).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (8).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (309).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (586).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (246).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (267).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (471).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (438).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (540).jpg,Cerumen Impaction
data/raw/Normal/norm (507).jpg,Normal
data/raw/Myringosclerosis/mys (570).jpg,Myringosclerosis
data/raw/Normal/norm (140).jpg,Normal
data/raw/Cerumen Impaction/ci (514).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (122).jpg,Cerumen Impaction
data/raw/Normal/norm (31).jpg,Normal
data/raw/Acute Otitis Media/aom (531).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (160).jpg,Acute Otitis Media
data/raw/Normal/norm (261).jpg,Normal
data/raw/Normal/norm (540).jpg,Normal
data/raw/Chronic Otitis Media/com (359).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (334).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (595).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (384).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (55).jpg,Myringosclerosis
data/raw/Normal/norm (258).jpg,Normal
data/raw/Chronic Otitis Media/com (104).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (124).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (393).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (259).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (167).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (64).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (144).jpg,Cerumen Impaction
data/raw/Normal/norm (145).jpg,Normal
data/raw/Normal/norm (130).jpg,Normal
data/raw/Chronic Otitis Media/com (110).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (345).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (141).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (228).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (2).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (392).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (496).jpg,Myringosclerosis
data/raw/Chronic Otitis Media/com (211).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (134).jpg,Acute Otitis Media
data/raw/Normal/norm (75).jpg,Normal
data/raw/Normal/norm (275).jpg,Normal
data/raw/Cerumen Impaction/ci (259).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (158).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (238).jpg,Myringosclerosis
data/raw/Normal/norm (334).jpg,Normal
data/raw/Myringosclerosis/mys (253).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (567).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (493).jpg,Acute Otitis Media
data/raw/Normal/norm (193).jpg,Normal
data/raw/Chronic Otitis Media/com (423).jpg,Chronic Otitis Media
data/raw/Acute Otitis Media/aom (153).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (543).jpg,Acute Otitis Media
data/raw/Myringosclerosis/mys (87).jpg,Myringosclerosis
data/raw/Acute Otitis Media/aom (499).jpg,Acute Otitis Media
data/raw/Normal/norm (408).jpg,Normal
data/raw/Myringosclerosis/mys (330).jpg,Myringosclerosis
data/raw/Myringosclerosis/mys (486).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (258).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (411).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (460).jpg,Cerumen Impaction
data/raw/Normal/norm (105).jpg,Normal
data/raw/Cerumen Impaction/ci (206).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (160).jpg,Myringosclerosis
data/raw/Normal/norm (395).jpg,Normal
data/raw/Myringosclerosis/mys (555).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (436).jpg,Cerumen Impaction
data/raw/Chronic Otitis Media/com (83).jpg,Chronic Otitis Media
data/raw/Cerumen Impaction/ci (67).jpg,Cerumen Impaction
data/raw/Normal/norm (228).jpg,Normal
data/raw/Chronic Otitis Media/com (454).jpg,Chronic Otitis Media
data/raw/Myringosclerosis/mys (361).jpg,Myringosclerosis
data/raw/Cerumen Impaction/ci (88).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (13).jpg,Acute Otitis Media
data/raw/Acute Otitis Media/aom (363).jpg,Acute Otitis Media
data/raw/Chronic Otitis Media/com (111).jpg,Chronic Otitis Media
data/raw/Normal/norm (48).jpg,Normal
data/raw/Cerumen Impaction/ci (11).jpg,Cerumen Impaction
data/raw/Myringosclerosis/mys (424).jpg,Myringosclerosis
data/raw/Normal/norm (337).jpg,Normal
data/raw/Normal/norm (81).jpg,Normal
data/raw/Chronic Otitis Media/com (363).jpg,Chronic Otitis Media
data/raw/Chronic Otitis Media/com (71).jpg,Chronic Otitis Media
data/raw/Normal/norm (226).jpg,Normal
data/raw/Acute Otitis Media/aom (369).jpg,Acute Otitis Media
data/raw/Normal/norm (231).jpg,Normal
data/raw/Cerumen Impaction/ci (223).jpg,Cerumen Impaction
data/raw/Cerumen Impaction/ci (348).jpg,Cerumen Impaction
data/raw/Acute Otitis Media/aom (195).jpg,Acute Otitis Media
data/raw/Cerumen Impaction/ci (123).jpg,Cerumen Impaction
data/raw/Normal/norm (122).jpg,Normal
data/raw/Chronic Otitis Media/com (197).jpg,Chronic Otitis Media
data/raw/Normal/norm (308).jpg,Normal
data/raw/Normal/norm (500).jpg,Normal
